Names,Prices
"[None, 'Western Family - Facial Tissue 2 Ply, 6 Each', 'Open product description']",['$4.99']
"[None, 'Bubly - Sparkling Water Limebubly, 12 Each', 'Open product description']",['$5.99']
"[None, 'Jane - Pub Style Chicken Fries, 700 Gram', 'Open product description']",['$14.99']
"[None, 'Silver Hills - Little Big Bread, 430 Gram', 'Open product description']",['$4.49']
"[None, 'Save-On-Foods - Deli Meat -  In Store Roasted Top Round Roast Beef, 100 Gram', 'Open product description']",['$3.59/100g']
"[None, 'Save-On-Foods - Oven Roasted Carved Chicken Breast, 300 Gram', 'Open product description']",['$9.99']
"[None, 'Western Family - Hot Dogs - Skin On Jumbo Wieners, 675 Gram', 'Open product description']",['$7.29']
"[None, ""Kellogg's - Frosted Flakes Cereal, 1.06 Kilogram"", 'Open product description']",['$7.99']
"[None, 'Western Family - Frozen Raspberries, 400 Gram', 'Open product description']",['$5.29']
"[None, 'Western Canadian - Chicken Thighs Boneless, Skinless, Fresh, 425 Gram', 'Open product description']",['$9.17 avg/ea']
"[None, 'Wonder - Bread - 100% Whole Wheat, 570 Gram', 'Open product description']",['$2.49']
"[None, 'Becel - Margarine - Original, 1.81 Kilogram', 'Open product description']",['$10.99']
"[None, 'Western Family - Chicken Broth, 946 Millilitre', 'Open product description']",['$1.89']
"[None, 'Nabob - Organic Gourmet Blend Medium Roast Coffee, 915 Gram', 'Open product description']",['$15.99']
"[None, 'Fresh Express - Sweet Kale Chopped Kit, 309 Gram', 'Open product description']",['$4.49']
"[None, 'Western Family - Flax & Quinoa Bread, 600 Gram', 'Open product description']",['$2.49']
"[None, 'Western Family - Orange Juice Pulp Free, 1.54 Litre', 'Open product description']",['$3.29']
"[None, 'Tim Hortons - Original Ground Coffee, 300 Gram', 'Open product description']",['$7.99']
"[None, 'Tostitos - Rounds Tortilla Chips, 480 Gram', 'Open product description']",['$4.79']
"[None, 'Western Family - Whole Wheat Wraps Large 10 Inch, 8 Each', 'Open product description']",['$2.79']
"[None, 'Western Family - Bacon - Thick Sliced, 375 Gram', 'Open product description']",['$6.99']
"[None, 'Bake Shop - Strawberry Topped Cheesecake 9in, 1.4 Gram', 'Open product description']",['$17.49']
"[None, 'Old El Paso - Hard & Soft Taco Dinner Kit, 340 Gram', 'Open product description']",['$3.99']
"[None, 'Pepsi - Cola Cans, 6 Each', 'Open product description']",['$4.29']
"[None, 'Artikaas - Smoked Gouda Cheese, 200 Gram', 'Open product description']",['$5.98 avg/ea']
"[None, 'Tre Stelle - Traditional Feta Tub, 1.01 Kilogram', 'Open product description']",['$14.99']
"[None, 'Maxwell House - Coffee Rich Dark Roast, 925 Gram', 'Open product description']",['$8.99']
"[None, 'Earthbound Farm - Organic Spring Mix Salad, 142 Gram', 'Open product description']",['$5.49']
"[None, 'McCain - Tasti Taters - Family Pack, 1.8 Kilogram', 'Open product description']",['$5.99']
"[None, 'Armstrong - Natural Sliced Cheese - Creamy Havarti, 24 Each', 'Open product description']",['$8.99']
"[None, 'Western Family - Drink Mix - Iced Tea, 2 Kilogram', 'Open product description']",['$9.99']
"[None, 'Armstrong - Natural Cheese Slices - Swiss, 24 Each', 'Open product description']",['$8.99']
"[None, 'Kraft - Cheese Singles - 22 Slices, 410 Gram', 'Open product description']",['$3.99']
"[None, 'Fresh Express - Salsa Ensalada Kit, 266 Gram', 'Open product description']",['$4.49']
"[None, 'Oikos - Greek Yogurt - Strawberry, 4 Each', 'Open product description']",['$4.29']
"[None, 'SunRype - Pure Apple Juice, 3.78 Litre', 'Open product description']",['$7.49']
"[None, 'Western Family - Black Forest Cake, 830 Gram', 'Open product description']",['$15.49']
"[None, 'Western Family - Pure Madagascar Vanilla Extract, 250 Millilitre', 'Open product description']",['$25.99']
"[None, 'Western Family - Dark Fruit Blend Frozen, 600 Gram', 'Open product description']",['$5.29']
"[None, 'Save-On-Foods - Roasted In Store Kettle Fried Turkey Breast, 100 Gram', 'Open product description']",['$3.59/100g']
"[None, 'Armstrong - Cheese - Tex Mex, Shredded, 500 Gram', 'Open product description']",['$8.99']
"[None, 'Kicking Horse - Coffee - Decaf Dark/Whole Bean, 454 Gram', 'Open product description']",['$12.99']
"[None, 'Armstrong - Cheese - Triple Cheddar, Shredded, 500 Gram', 'Open product description']",['$8.99']
"[None, 'Silver Hills - Squirrelly Bread, 600 Gram', 'Open product description']",['$4.49']
"[None, 'Western Family - Extra Virgin Olive Oil, 1 Litre', 'Open product description']",['$8.99']
"[None, 'Dare - Wagon Wheels - Original, 630 Gram', 'Open product description']",['$4.99']
"[None, 'Aysen - Sashimi Grade Farmed Coho Fillet Frozen, 680 Gram', 'Open product description']",['$20.00']
"[None, 'Oikos - Greek Yogurt - Vanilla, 4 Each', 'Open product description']",['$4.29']
"[None, 'High Liner - Signature Cuts Cod- Crispy Breaded, 515 Gram', 'Open product description']",['$9.99']
"[None, 'Western Family - Marble Cheddar Cheese Slices, 240 Gram', 'Open product description']",['$3.69']
"[None, 'Pillsbury - Pizza Pops - Pepperoni + Bacon, 3 Kilogram', 'Open product description']",['$17.99']
"[None, 'Save-On-Foods - Kitchen Pizza - Gourmet Cheese, 1 Each', 'Open product description']",['$10.99']
"[None, 'Kicking Horse - Coffee - Three Sisters Medium/Ground, 284 Gram', 'Open product description']",['$11.99']
"[None, 'Bubly - Sparkling Water Pineapple, 12 Each', 'Open product description']",['$5.99']
"[None, 'Western Family - Bacon - Regular Sliced, 375 Gram', 'Open product description']",['$6.99']
"[None, 'McCain - MCCAIN REG POTATO PATTIES, 1.3 Kilogram', 'Open product description']",['$4.99']
"[None, 'Western Family - Tavern Style Chicken Wings - Barbecue, 750 Gram', 'Open product description']",['$15.99']
"[None, 'Country Harvest - Bread - Ancient Grains & Red Fife, 600 Gram', 'Open product description']",['$2.99']
"[None, 'Dairyland - Organic Milk 2% M.F., 4 Litre', 'Open product description']",['$8.79']
"[None, 'Nestle - Mini Chocolate Treat Bars, 100 Each', 'Open product description']",['$17.99']
"[None, 'Western Family - Breakfast Blend Single Serve Coffee Pods, 30 Each', 'Open product description']",['$16.99']
"[None, 'Bubly - Sparkling Water Cherrybubly, 12 Each', 'Open product description']",['$5.99']
"[None, 'Schneiders - 50% Salt Reduced Bacon, 375 Gram', 'Open product description']",['$7.99']
"[None, 'Western Family - Turkey Breast Fillets, 2 Kilogram', 'Open product description']",['$17.99']
"[None, 'McCain - Superfries Crinkle Cut Family Pack, 1.5 Kilogram', 'Open product description']",['$5.99']
"[None, 'Old Dutch - Rip L Potato Chips, 600 Gram', 'Open product description']",['$6.99']
"[None, 'Save-On-Foods - Deli Meat - Roasted in Store Rosemary Ham, 100 Gram', 'Open product description']",['$3.14/100g']
"[None, 'Save On Foods - Loin Chops Regular Center Cut, 575 Gram', 'Open product description']",['$8.61 avg/ea']
"[None, 'Western Family - Mixed Vegetables, 2 Kilogram', 'Open product description']",['$6.99']
"[None, 'Bubly - Sparkling Water Peach, 12 Each', 'Open product description']",['$5.99']
"[None, 'Bake Shop - Ciabatta Baguette, 380 Gram', 'Open product description']",['$2.99']
"[None, 'Purina - Cat Chow Complete Dry Cat Food Advanced Nutrition, 8 Kilogram', 'Open product description']",['$21.99']
"[None, 'Western Family - Strong Garbage Bags Regular, 40 Each', 'Open product description']",['$9.99']
"[None, 'Canada Dry - Ginger Ale Soda, 6 Each', 'Open product description']",['$3.99']
"[None, 'Bounty - Select A Size 4 Rolls Equal 6, 4 Each', 'Open product description']",['$10.59']
"[None, ""Harvest - Double Smoked Farmer's Sausage - Twin Duo, 375 Gram"", 'Open product description']",['$6.99']
"[None, 'Bake Shop - Garlic Bread, 540 Gram', 'Open product description']",['$3.49']
"[None, 'Starbucks Coffee - Pike Place Medium Roast Pods, 44 Each', 'Open product description']",['$34.99']
"[None, 'Pedigree - Choice Cuts Dog Food with Real Beef, 630 Gram', 'Open product description']",['$3.39']
"[None, 'Western Family - Frozen Fruit - Whole Strawberries, 600 Gram', 'Open product description']",['$5.29']
"[None, 'Western Family - Frozen Fruit - Berry Blend, 600 Gram', 'Open product description']",['$5.29']
"[None, 'High Liner - Signature Cuts Cod-Southern Style, 515 Gram', 'Open product description']",['$9.99']
"[None, 'San Daniele - Prosciutto, Fresh, 100 Gram', 'Open product description']",['$4.99/100g']
"[None, 'Silk - Almond Coffee Whitener - Vanilla, 473 Millilitre', 'Open product description']",['$2.99']
"[None, 'Kicking Horse - Coffee - Kick Ass/Dark Ground, 284 Gram', 'Open product description']",['$11.99']
"[None, 'Red Bull - Energy Drink, 250 Millilitre', 'Open product description']",['$3.69']
"[None, ""Alcan - Aluminium Foil 100', 1 Each"", 'Open product description']",['$7.99']
"[None, 'Oikos - Greek Yogurt - Raspberry Pomegranate, 4 Each', 'Open product description']",['$4.29']
"[None, 'Grapes - Green Seedless, Organic, 1 Bag, 900 Gram', 'Open product description']",['$7.92 avg/ea']
"[None, ""Dempster's - Whole 12 Grain Bread 12, 600 Gram"", 'Open product description']",['$3.99']
"[None, 'Doritos - Nacho Chips, 235 Gram', 'Open product description']",['$4.29']
"[None, 'Club House - Brown Gravy Mix, 25 Gram', 'Open product description']",['$2.29']
"[None, 'Que Pasa - Organic Tortilla Chips Salted, 350 Gram', 'Open product description']",['$4.99']
"[None, 'Becel - Margarine - Original, 454 Gram', 'Open product description']",['$2.99']
"[None, 'Bake Shop - Muffins - Banana Nut, 6 Each', 'Open product description']",['$5.49']
"[None, 'Liberte - Greek Yogurt 0% M.F. - Plain, 750 Gram', 'Open product description']",['$4.99']
"[None, 'Christie - Ritz Crackers Original, 900 Gram', 'Open product description']",['$7.99']
"[None, ""Friskies - Friskies Chef's Blend Dry Cat Food, 7.5 Kilogram"", 'Open product description']",['$21.99']
"[None, 'Western Family - Fresh Sweet Basil, 20 Gram', 'Open product description']",['$2.49']
"[None, 'Iams - Large Breed Dog Food, 13.6 Kilogram', 'Open product description']",['$44.99']
"[None, 'Save-On-Foods - Pork Loin/Rib end Rack, 1.2 Kilogram', 'Open product description']",['$17.17 avg/ea']
"[None, 'Western Family - Beef Broth, 946 Millilitre', 'Open product description']",['$1.89']
"[None, 'Melitta - Traditional Coffee - Medium Roast, 930 Gram', 'Open product description']",['$12.99']
"[None, 'Western Family - Just Bubbles Sparkling Water, 12 Each', 'Open product description']",['$4.99']
"[None, 'Coca Cola - Coke Classic, 6 Each', 'Open product description']",['$3.99']
"[None, 'Fresh Gourmet - Croutons - Classic Caesar, 142 Gram', 'Open product description']",['$3.29']
"[None, 'Western Family - Pure Maple Syrup, 1 Litre', 'Open product description']",['$18.99']
"[None, 'Miss Vickies - Jalapeno Chips, 200 Gram', 'Open product description']",['$3.99']
"[None, 'McCormick Gourmet - International Hollandaise Sauce Mix, 56 Gram', 'Open product description']",['$2.74']
"[None, 'Save-On-Foods - Sweet & Sour Pork Combo Meal, 450 Gram', 'Open product description']",['$8.99']
"[None, 'Save-On-Foods - Lemon Chicken Combo Meal, 450 Gram', 'Open product description']",['$8.99']
"[None, 'Western Family - Pure Semi-Sweet Chocolate Chips, 1 Kilogram', 'Open product description']",['$11.29']
"[None, ""Western Family - Shepherd's Pie, 907 Gram"", 'Open product description']",['$5.49']
"[None, 'Magic - Baking Powder, 450 Gram', 'Open product description']",['$7.99']
"[None, 'Western Family - Cheese Havarti, 600 Gram', 'Open product description']",['$9.39']
"[None, 'Balderson - Extra Old White Cheddar Cheese Block, 475 Gram', 'Open product description']",['$17.53 avg/ea']
"[None, ""Campbell's - Chicken Broth, 900 Millilitre"", 'Open product description']",['$3.59']
"[None, ""Piller's - Turkey Bites Original, 300 Gram"", 'Open product description']",['$11.99']
"[None, 'Bounty - Select A Size 8 Rolls Equal 24, 8 Each', 'Open product description']",['$21.49']
"[None, 'Lipton - Pure Leaf Ice Tea Lemon, 547 Millilitre', 'Open product description']",['$2.89']
"[None, 'Fresh Is Best - Stone Ground Corn Tortilla Chips, 300 Gram', 'Open product description']",['$4.99']
"[None, ""Earth's Own - SoFresh Oat - Unsweetened Vanilla, 1.75 Litre"", 'Open product description']",['$3.99']
"[None, 'Aquafina - Water, 24 Each', 'Open product description']",['$7.99']
"[None, 'Bake Shop - Sunflower & Flax Sd Ciabatta Buns, 4 Each', 'Open product description']",['$3.49']
"[None, 'Cracker Barrel - Swiss Cheese Slices, 220 Gram', 'Open product description']",['$3.99']
"[None, 'Silver Hills - The Big 16 Bread, 615 Gram', 'Open product description']",['$4.49']
"[None, 'Mastro - Genoa Salami, 150 Gram', 'Open product description']",['$6.49']
"[None, 'Western Family - Homestyle Meat Lasagna Italian Sausage, 907 Gram', 'Open product description']",['$5.49']
"[None, 'Folgers - Ground Coffee - Black Silk, 750 Gram', 'Open product description']",['$7.99']
"[None, 'Kicking Horse - Coffee - Grizzly Claw Dark/Ground, 284 Gram', 'Open product description']",['$11.99']
"[None, 'Ferrero - Rocher T16, 200 Gram', 'Open product description']",['$6.99']
"[None, 'Country Harvest - Bread Raisin Cinnamon, 600 Gram', 'Open product description']",['$2.99']
"[None, 'Western Family - Homestyle Lasagna Chicken, Broccoli & Spinach, 907 Gram', 'Open product description']",['$5.49']
"[None, 'Hershey - Reese Peanut Butter Cups, 3 Each', 'Open product description']",['$1.59']
"[None, 'Western Family - Signature Pork Ribs - Chipotle Fully Cooked Canadian Pork Back Ribs, 650 Gram', 'Open product description']",['$11.99']
"[None, 'Save-On-Foods - Vegetarian Sandwich, 1 Each', 'Open product description']",['$5.99']
"[None, 'Coca Cola - Coke Classic, 500 Millilitre', 'Open product description']",['$1.99']
"[None, ""Angie's - Angies White Cheddar Puffs GF, 170 Gram"", 'Open product description']",['$5.29']
"[None, 'Western Family - Tex Mex Shredded Cheese Blend Light, 320 Gram', 'Open product description']",['$3.79']
"[None, 'Western Family - Signature Pork Ribs - Asian Sesame Fully Cooked Canadian Pork Back ribs, 650 Gram', 'Open product description']",['$11.99']
"[None, 'Snack Factory - Pretzel Crisps -Original, 200 Gram', 'Open product description']",['$3.99']
"[None, 'Wonder - Bread - White + Fibre, 570 Gram', 'Open product description']",['$2.49']
"[None, 'Save-On-Foods - Oven Roasted Carved Turkey Breast, 300 Gram', 'Open product description']",['$9.99']
"[None, ""M&M's - Take Home Size Peanut Milk Chocolate Candies, 200 Gram"", 'Open product description']",['$3.99']
"[None, 'Wonder - Bread Texas Toast White, 570 Gram', 'Open product description']",['$2.49']
"[None, 'TIM HORTONS - Dark Roast Single Serve KCups, 48 Each', 'Open product description']",['$29.99']
"[None, 'Kraft - Ranchers Choice Dressing, 475 Millilitre', 'Open product description']",['$3.79']
"[None, 'Tri-Natural - Lean Cuts - Beef, 690 Gram', 'Open product description']",['$3.59']
"[None, 'Ziploc - Freezer Bags - Large, 3 Each', 'Open product description']",['$13.99']
"[None, 'Melitta - Estate Whole Bean Coffee Dark Roast, 907 Gram', 'Open product description']",['$13.99']
"[None, ""Angie's - Boom Chicka Pop Popcorn Sweet Salty Kettle Corn, 198 Gram"", 'Open product description']",['$5.29']
"[None, ""Campbell's - Cream Of Mushroom Soup, 284 Millilitre"", 'Open product description']",['$1.89']
"[None, 'Bake Shop - Chocolate Eruption Cake, 2 Each', 'Open product description']",['$7.59']
"[None, ""Hellmann's - Mayonnaise - Olive Oil, 750 Millilitre"", 'Open product description']",['$4.49']
"[None, 'Western Family - Granola Bars - Chocolate Chip, Family Pack, 18 Each', 'Open product description']",['$7.49']
"[None, 'Melitta - Estate Whole Bean Espresso Coffee, 907 Gram', 'Open product description']",['$13.99']
"[None, 'Royal - Trophy Royal Mixed Nuts Unsalted, 100 Gram', 'Open product description']",['$2.69/100g']
"[None, 'Save-On-Foods - Honey Garlic Chicken Combo Meal, 450 Gram', 'Open product description']",['$8.99']
"[None, 'Beneful Originals - Dry Dog Food, Beef, 12.7 Kilogram', 'Open product description']",['$37.99']
"[None, 'Wonder - White Hamburger Buns, 12 Each', 'Open product description']",['$3.49']
"[None, ""Kellogg's - Cereal  -Vector, 850 Gram"", 'Open product description']",['$7.99']
"[None, 'Pepsi - Cola Cans, 24 Each', 'Open product description']",['$8.49']
"[None, 'Schneiders - Juicy Jumbos Wieners Original, 450 Gram', 'Open product description']",['$5.49']
"[None, ""Alcan - Aluminum Foil 50', 1 Each"", 'Open product description']",['$3.99']
"[None, 'Western Family - Almond Flour - Fine Grind, 453 Gram', 'Open product description']",['$14.99']
"[None, 'Western Family - Meatballs Prime Rib Beef, 800 Gram', 'Open product description']",['$14.99']
"[None, 'Western Family - Tropical Blend Fruit, 600 Gram', 'Open product description']",['$5.29']
